Id,Sales
323,287.1339
324,271.4535
325,394.2903
326,267.0762
327,340.1034
328,233.68655
329,289.28757
330,346.28882
331,312.54153
332,288.95795
333,370.12744
334,404.65118
335,431.19934
336,305.09885
337,387.61438
338,228.45149
339,291.88358
340,324.45712
341,263.55353
342,385.14407
343,283.11536
344,294.43246
345,370.8118
346,443.20337
347,372.0711
348,287.24286
349,287.8197
350,376.30194
351,326.84277
352,320.032
353,274.7253
354,348.95197
355,386.7766
356,274.1679
357,319.43652
358,355.71143
359,351.66898
360,467.66928
361,326.82712
362,472.97705
363,333.57892
364,295.82806
365,237.95161
366,319.10132
367,307.5888
368,287.0641
369,354.24033
370,274.7253
371,265.74808
372,338.941
373,240.46597
374,363.9405
375,326.15286
376,348.93277
377,367.39923
378,286.99063
379,384.34143
380,334.54578
381,289.88962
382,289.55127
383,289.06775
384,432.7084
385,324.39273
386,271.12894
387,348.04974
388,362.7463
389,325.85626
390,308.6865
391,368.89096
392,303.2636
393,302.75165
394,295.18494
395,378.01547
396,307.12048
397,304.12555
398,303.08392
399,287.62408
400,248.38264
401,287.4384
402,358.11206
403,371.71106
404,428.1754
405,412.149
406,360.30725
407,288.0917
408,283.84482
409,414.1357
410,393.50308
411,338.02158
412,359.87988
413,368.14444
414,290.0496
415,250.79378
416,418.30927
417,288.70047
418,330.3051
419,309.10318
420,229.8558
421,419.10016
422,292.2631
423,283.28433
424,271.69604
425,313.74237
426,324.80728
427,357.04074
428,331.93402
429,268.82834
430,285.08047
431,268.2359
432,228.93623
433,339.0417
434,538.98755
435,295.11252
436,296.34457
437,325.19473
438,277.25034
439,290.1813
440,274.889
441,270.18668
442,339.72272
443,334.6101
444,246.8182
445,369.9526
446,288.30475
447,280.48135
448,390.82452
449,368.16974
450,432.68048
451,290.20215
452,339.55994
453,273.27036
454,306.6199
455,519.0854
456,387.32376
457,320.98938
458,267.3788
459,282.18417
460,293.17975
461,267.61014
462,395.31586
463,289.7209
464,301.85385
465,337.05692
466,272.3321
467,316.62354
468,328.78372
469,352.80438
470,335.17078
471,264.81012
472,292.31473
473,312.17755
474,401.6663
475,371.69614
476,337.00357
477,264.6587
478,353.86118
479,309.6337
480,262.32147
481,338.9327
482,335.18683
483,315.55792
484,318.405
485,318.21878
486,344.65775
487,295.27283
488,339.35474
489,335.17078
490,303.698
491,368.95038
492,304.87518
493,272.85977
494,419.7607
495,297.629
496,235.57413
497,367.75192
498,368.71588
499,431.68967
500,286.8432
501,304.12555
502,315.46274
503,345.2143
504,307.62866
505,357.40164
506,229.21574
507,319.1152
508,315.27472
509,303.30698
510,267.1487
511,336.55325
512,372.78156
513,271.305
514,366.84894
515,331.0386
516,378.07147
517,269.09006
518,313.3802
519,299.3019
520,334.80185
521,354.82913
522,264.56766
523,361.51746
524,355.7104
525,341.52963
526,291.16092
527,233.36272
528,343.494
529,319.83475
530,372.756
531,341.95032
532,302.9239
533,363.51474
534,325.11765
535,319.41083
536,355.477
537,291.6654
538,369.2066
539,423.79227
540,361.08472
541,266.9795
542,299.18335
543,259.33356
544,232.21643
545,355.93176
546,300.55753
547,369.4017
548,262.56403
549,333.81155
550,310.29752
551,435.81882
552,263.5558
553,292.01602
554,301.1298
555,362.11276
556,286.45956
557,340.5744
558,350.9666
559,425.30252
560,335.05365
561,337.91348
562,307.80838
563,265.95972
564,286.95834
565,418.78995
566,378.58008
567,320.40802
568,519.0891
569,308.07962
570,288.52426
571,317.93536
572,373.81363
573,388.75586
574,336.11285
575,355.12616
576,364.83252
577,337.87662
578,314.72528
579,301.0065
580,291.97577
581,273.45328
582,261.22928
583,285.7234
584,371.51062
585,527.83026
586,309.87656
587,276.32294
588,338.44263
589,246.50705
590,316.68518
591,231.73033
592,371.83105
593,316.41147
594,318.59058
595,463.53818
596,439.5284
597,319.99942
598,320.96252
599,238.5045
600,307.71918
601,296.0964
602,364.22144
603,269.08743
604,247.43379
605,303.42136
606,291.40887
607,351.18924
608,316.48227
609,228.52446
610,345.59885
611,354.11353
612,350.93692
613,274.59952
614,269.0756
615,338.91537
616,254.95316
617,404.3451
618,294.7193
619,272.19266
620,328.70605
621,310.7173
622,271.98068
623,314.62347
624,322.6405
625,398.95865
626,389.54886
627,305.7553
628,258.19257
629,301.00937
630,359.44104
631,287.82825
632,316.3317
633,309.99368
634,432.30676
635,353.59003
636,302.8277
637,340.04614
638,266.52917
639,372.13138
640,309.54572
641,454.6736
642,317.03088
643,297.2058
644,289.19348
645,228.15714
646,345.4531
647,502.15872
648,261.30695
649,265.85828
650,382.73358
651,347.16577
652,315.20508
653,367.6758
654,314.1836
655,286.8675
656,271.0201
657,387.34564
658,302.79453
659,337.46854
660,341.5326
661,270.98706
662,342.06332
663,308.31885
664,233.81291
665,374.91562
666,376.7696
667,263.4757
668,343.4643
669,331.1338
670,275.75198
671,386.3008
672,310.00543
673,370.24194
674,270.14435
675,282.74954
676,319.14224
677,239.20924
678,343.57993
679,265.99127
680,325.00085
681,272.58963
682,300.41983
683,293.23672
684,321.05478
685,325.9824
686,363.9967
687,290.383
688,362.03174
689,320.31897
690,375.8343
691,390.88354
692,350.0709
693,232.80096
694,298.68097
695,339.61966
696,274.32523
697,419.91922
698,306.4963
699,371.24237
700,416.91623
701,324.1343
702,260.84073
703,407.21088
704,404.3451
705,304.13345
706,379.69516
707,392.12344
708,317.4962
709,295.99188
710,325.25668
711,293.45087
712,294.84116
713,345.94275
714,272.17236
715,329.14575
716,339.06293
717,320.30032
718,365.4514
719,310.18622
720,348.6759
721,254.13448
722,342.25787
723,328.05368
724,298.00742
725,336.8505
726,335.62375
727,386.16345
728,314.47137
729,277.8041
730,307.32523
731,336.36273
732,358.21893
733,269.68616
734,263.48267
735,371.7912
736,344.7705
737,300.9005
738,356.37726
739,321.928
740,334.9095
741,272.9133
742,250.10776
743,325.34268
744,324.45386
745,326.70084
746,408.71255
747,371.13358
748,276.78107
749,370.4881
750,238.34859
751,231.11983
752,319.8776
753,440.1178
754,352.75916
755,338.732
756,271.22357
757,329.58902
758,425.44705
759,311.38354
760,365.10858
761,317.5551
762,276.41574
763,283.44446
764,299.4745
765,307.51846
766,270.98196
767,289.64227
768,265.56097
769,337.01727
770,342.41046
771,284.5991
772,316.49725
773,341.48505
774,294.72647
775,272.3016
776,379.9895
777,353.9153
778,307.62866
779,252.26468
780,465.22354
781,313.86832
782,290.6387
783,377.47964
784,382.3466
785,345.73767
786,317.2545
787,341.42383
788,390.76065
789,471.6771
790,272.30484
791,274.78116
792,283.5736
793,341.44797
794,306.8651
795,368.16202
796,370.65704
797,311.75195
798,255.89607
799,326.50027
800,375.8546
801,268.52176
802,335.4025
803,254.4258
804,339.72934
805,342.74234
806,341.70035
807,382.43506
808,317.1175
809,248.9419
810,321.66733
811,337.66983
812,373.01706
813,343.33963
814,339.8665
815,317.18198
816,269.68616
817,400.25165
818,254.09338
819,419.4597
820,296.28116
821,260.97336
822,341.54794
823,312.29572
824,329.50565
825,342.65384
826,236.375
827,264.8702
828,330.38208
829,374.74396
830,401.32025
831,280.26132
832,320.59
833,356.36417
834,320.31885
835,287.007
836,416.03198
837,370.03757
838,424.51758
839,262.56403
840,292.96506
841,431.9255
842,376.8013
843,291.59686
844,417.24298
845,332.7287
846,283.10858
847,289.0627
848,268.235
849,281.69473
850,311.7123
851,271.49954
852,285.93866
853,405.6896
854,326.78226
855,530.0658
856,302.4213
857,265.63113
858,338.0274
859,375.17294
860,297.93454
861,313.935
862,292.07608
863,361.45248
864,352.40878
865,278.03702
866,294.58057
867,331.15036
868,357.54883
869,318.60855
870,349.29993
871,292.45163
872,264.90164
873,292.1704
874,389.79382
875,425.18622
876,398.87686
877,345.38306
878,296.42804
879,308.03198
880,250.23924
881,372.60977
882,391.9391
883,382.84976
884,314.10938
885,277.67667
886,273.72952
887,289.55127
888,410.24173
889,329.58557
890,289.95413
891,291.43396
892,340.75916
893,249.57396
894,339.8665
895,262.5144
896,315.6559
897,335.4707
898,289.17798
899,339.07086
900,313.6279
901,271.76416
902,322.89557
903,333.91248
904,414.9384
905,314.2186
906,358.77585
907,349.88562
908,390.90414
909,322.2662
910,379.43298
911,263.7393
912,268.8766
913,316.25546
914,316.6899
915,374.03424
916,352.06503
917,292.31012
918,341.54434
919,325.61124
920,379.75238
921,246.64836
922,465.3149
923,271.31973
924,306.171
925,375.2764
926,296.04486
927,307.31052
928,311.30075
929,338.4164
930,286.65274
931,279.49744
932,346.75928
933,344.60916
934,343.84274
935,264.32892
936,341.51202
937,413.59137
938,320.2323
939,274.43463
940,328.39148
941,316.49985
942,341.2022
943,336.83487
944,250.22641
945,359.3493
946,312.15097
947,334.74545
948,342.38605
949,267.61844
950,314.23108
951,292.12485
952,339.25122
953,379.20267
954,284.89865
955,287.47095
956,314.9713
957,314.0356
958,287.81516
959,357.92737
960,313.11868
961,344.24878
962,293.78912
963,269.62476
964,315.93265
965,351.8089
966,362.65475
967,365.38416
968,369.1602
969,289.57825
970,371.34866
971,297.25403
972,335.48175
973,375.14386
974,328.4474
975,391.15646
976,354.4508
977,346.75928
978,307.58658
979,344.21603
980,352.90308
981,315.61423
982,249.08241
983,310.18488
984,345.3928
985,337.4337
986,277.70285
987,369.7256
988,339.1682
989,294.3028
990,308.38452
991,293.42432
992,338.9
993,344.74976
994,314.82767
995,287.89313
996,273.48926
997,321.15784
998,242.4566
999,318.42343
1000,282.3884
1001,376.93826
1002,332.3969
1003,329.60275
1004,365.5718
1005,294.07196
1006,274.88297
1007,436.3219
1008,339.72888
1009,357.83105
1010,351.21457
1011,287.4384
1012,316.59583
1013,292.00232
1014,338.40393
1015,431.07855
1016,317.63364
1017,229.55518
1018,271.01855
1019,363.86633
1020,388.42294
1021,308.5505
1022,339.3786
1023,272.58948
1024,279.06885
1025,228.26796
1026,275.1513
1027,308.67258
1028,313.95602
1029,338.59784
1030,308.3562
1031,352.90308
1032,374.22958
1033,347.89163
1034,272.3566
1035,394.11108
1036,427.3386
1037,308.9231
1038,348.85385
1039,287.6377
1040,324.63562
1041,255.73027
1042,334.2656
1043,294.84915
1044,380.55963
1045,338.08353
1046,370.38266
1047,373.6108
1048,298.29828
1049,367.39902
1050,537.53534
1051,416.99197
1052,304.94315
1053,228.45149
1054,317.5601
1055,398.509
1056,292.814
1057,464.27017
1058,527.7435
1059,234.43298
1060,285.69482
1061,387.63828
1062,282.89395
1063,396.17017
1064,317.68985
1065,339.97137
1066,255.06291
1067,337.97437
1068,318.693
1069,342.57126
1070,369.89093
1071,314.66052
1072,308.48898
1073,338.0457
1074,287.5139
1075,283.08728
1076,357.0355
1077,292.38632
1078,316.22385
1079,334.01852
1080,304.20212
1081,291.6997
1082,336.75592
1083,338.2997
1084,365.6052
1085,338.9486
1086,341.3128
1087,293.78265
1088,243.1755
1089,310.51547
1090,342.4011
1091,288.9864
1092,264.07654
1093,377.37805
1094,331.5361
1095,388.4133
1096,321.7524
1097,301.5858
1098,285.48834
1099,262.7824
1100,403.97998
1101,290.25424
1102,358.31863
1103,515.7887
1104,339.72528
1105,317.4096
1106,282.64618
1107,267.61844
1108,332.10995
1109,255.6757
1110,318.49213
1111,406.37747
1112,295.46515
1113,507.2931
1114,482.13135
1115,283.10858
1116,335.5573
1117,283.672
1118,326.54993
1119,297.6364
1120,416.99197
1121,342.58502
1122,375.78165
1123,266.51926
1124,330.93747
1125,271.81287
1126,369.63687
1127,335.17078
1128,308.9231
1129,325.78568
1130,309.57846
1131,373.20795
1132,385.96262
1133,295.79965
1134,413.38046
1135,336.97086
1136,396.10385
1137,267.27197
1138,286.09164
1139,297.1059
1140,391.64783
1141,332.98865
1142,350.50073
1143,335.157
1144,373.73715
1145,261.29156
1146,358.09274
1147,320.006
1148,252.1634
1149,496.10257
1150,528.82574
1151,337.3898
1152,357.3364
1153,385.30316
1154,410.6979
1155,413.73032
1156,296.62357
1157,341.17365
1158,307.6165
1159,367.75845
1160,253.82256
1161,300.99124
1162,295.8949
1163,293.1405
1164,342.40848
1165,269.54593
1166,267.1487
1167,307.32523
1168,245.36357
1169,270.64487
1170,299.47934
1171,321.82755
1172,382.4795
1173,369.60046
1174,338.5383
1175,318.43546
1176,316.76096
1177,434.69824
1178,350.6457
1179,287.1339
1180,271.4535
1181,394.2903
1182,267.0762
1183,340.1034
1184,233.68655
1185,289.28757
1186,346.28882
1187,312.54153
1188,288.95795
1189,370.12744
1190,404.65118
1191,431.19934
1192,305.09885
1193,387.61438
1194,228.45149
1195,291.88358
1196,324.45712
1197,263.55353
1198,385.14407
1199,283.11536
1200,294.43246
1201,370.8118
1202,443.20337
1203,372.0711
1204,287.24286
1205,287.8197
1206,376.30194
1207,326.84277
1208,320.032
1209,274.7253
1210,348.95197
1211,386.7766
1212,274.1679
1213,319.43652
1214,355.71143
1215,351.66898
1216,467.66928
1217,326.82712
1218,472.97705
1219,333.57892
1220,295.82806
1221,237.95161
1222,319.10132
1223,307.5888
1224,287.0641
1225,354.24033
1226,274.7253
1227,265.74808
1228,338.941
1229,240.46597
1230,363.9405
1231,326.15286
1232,348.93277
1233,367.39923
1234,286.99063
1235,384.34143
1236,334.54578
1237,289.88962
1238,289.55127
1239,289.06775
1240,432.7084
1241,324.39273
1242,271.12894
1243,348.04974
1244,362.7463
1245,325.85626
1246,308.6865
1247,368.89096
1248,303.2636
1249,302.75165
1250,295.18494
1251,378.01547
1252,307.12048
1253,304.12555
1254,303.08392
1255,287.62408
1256,248.38264
1257,287.4384
1258,358.11206
1259,371.71106
1260,428.1754
1261,412.149
1262,360.30725
1263,288.0917
1264,283.84482
1265,414.1357
1266,393.50308
1267,338.02158
1268,359.87988
1269,368.14444
1270,290.0496
1271,250.79378
1272,418.30927
1273,288.70047
1274,330.3051
1275,309.10318
1276,229.8558
1277,419.10016
1278,292.2631
1279,283.28433
1280,271.69604
1281,313.74237
1282,324.80728
1283,357.04074
1284,331.93402
1285,268.82834
1286,285.08047
1287,268.2359
1288,228.93623
1289,339.0417
1290,538.98755
1291,295.11252
1292,296.34457
1293,325.19473
1294,277.25034
1295,290.1813
1296,274.889
1297,270.18668
1298,339.72272
1299,334.6101
1300,246.8182
1301,369.9526
1302,288.30475
1303,280.48135
1304,390.82452
1305,368.16974
1306,432.68048
1307,290.20215
1308,339.55994
1309,273.27036
1310,306.6199
1311,519.0854
1312,387.32376
1313,320.98938
1314,267.3788
1315,282.18417
1316,293.17975
1317,267.61014
1318,395.31586
1319,289.7209
1320,301.85385
1321,337.05692
1322,272.3321
1323,316.62354
1324,328.78372
1325,352.80438
1326,335.17078
1327,264.81012
1328,292.31473
1329,312.17755
1330,401.6663
1331,371.69614
1332,337.00357
1333,264.6587
1334,353.86118
1335,309.6337
1336,262.32147
1337,338.9327
1338,335.18683
1339,315.55792
1340,318.405
1341,318.21878
1342,344.65775
1343,295.27283
1344,339.35474
1345,335.17078
1346,303.698
1347,368.95038
1348,304.87518
1349,272.85977
1350,419.7607
1351,297.629
1352,235.57413
1353,367.75192
1354,368.71588
1355,431.68967
1356,286.8432
1357,304.12555
1358,315.46274
1359,345.2143
1360,307.62866
1361,357.40164
1362,229.21574
1363,319.1152
1364,315.27472
1365,303.30698
1366,267.1487
1367,336.55325
1368,372.78156
1369,271.305
1370,366.84894
1371,331.0386
1372,378.07147
1373,269.09006
1374,313.3802
1375,299.3019
1376,334.80185
1377,354.82913
1378,264.56766
1379,361.51746
1380,355.7104
1381,341.52963
1382,291.16092
1383,233.36272
1384,343.494
1385,319.83475
1386,372.756
1387,341.95032
1388,302.9239
1389,363.51474
1390,325.11765
1391,319.41083
1392,355.477
1393,291.6654
1394,369.2066
1395,423.79227
1396,361.08472
1397,266.9795
1398,299.18335
1399,259.33356
1400,232.21643
1401,355.93176
1402,300.55753
1403,369.4017
1404,262.56403
1405,333.81155
1406,310.29752
1407,435.81882
1408,263.5558
1409,292.01602
1410,301.1298
1411,362.11276
1412,286.45956
1413,340.5744
1414,350.9666
1415,425.30252
1416,335.05365
1417,337.91348
1418,307.80838
1419,265.95972
1420,286.95834
1421,418.78995
1422,378.58008
1423,320.40802
1424,519.0891
1425,308.07962
1426,288.52426
1427,317.93536
1428,373.81363
1429,388.75586
1430,336.11285
1431,355.12616
1432,364.83252
1433,337.87662
1434,314.72528
1435,301.0065
1436,291.97577
1437,273.45328
1438,261.22928
1439,285.7234
1440,371.51062
1441,527.83026
1442,309.87656
1443,276.32294
1444,338.44263
1445,246.50705
1446,316.68518
1447,231.73033
1448,371.83105
1449,316.41147
1450,318.59058
1451,463.53818
1452,439.5284
1453,319.99942
1454,320.96252
1455,238.5045
1456,307.71918
1457,296.0964
1458,364.22144
1459,269.08743
1460,247.43379
1461,303.42136
1462,291.40887
1463,351.18924
1464,316.48227
1465,228.52446
1466,345.59885
1467,354.11353
1468,350.93692
1469,274.59952
1470,269.0756
1471,338.91537
1472,254.95316
1473,404.3451
1474,294.7193
1475,272.19266
1476,328.70605
1477,310.7173
1478,271.98068
1479,314.62347
1480,322.6405
1481,398.95865
1482,389.54886
1483,305.7553
1484,258.19257
1485,301.00937
1486,359.44104
1487,287.82825
1488,316.3317
1489,309.99368
1490,432.30676
1491,353.59003
1492,302.8277
1493,340.04614
1494,266.52917
1495,372.13138
1496,309.54572
1497,454.6736
1498,317.03088
1499,297.2058
1500,289.19348
1501,228.15714
1502,345.4531
1503,502.15872
1504,261.30695
1505,265.85828
1506,382.73358
1507,347.16577
1508,315.20508
1509,367.6758
1510,314.1836
1511,286.8675
1512,271.0201
1513,387.34564
1514,302.79453
1515,337.46854
1516,341.5326
1517,270.98706
1518,342.06332
1519,308.31885
1520,233.81291
1521,374.91562
1522,376.7696
1523,263.4757
1524,343.4643
1525,331.1338
1526,275.75198
1527,386.3008
1528,310.00543
1529,370.24194
1530,270.14435
1531,282.74954
1532,319.14224
1533,239.20924
1534,343.57993
1535,265.99127
1536,325.00085
1537,272.58963
1538,300.41983
1539,293.23672
1540,321.05478
1541,325.9824
1542,363.9967
1543,290.383
1544,362.03174
1545,320.31897
1546,375.8343
1547,390.88354
1548,350.0709
1549,232.80096
1550,298.68097
1551,339.61966
1552,274.32523
1553,419.91922
1554,306.4963
1555,371.24237
1556,416.91623
1557,324.1343
1558,260.84073
1559,407.21088
1560,404.3451
1561,304.13345
1562,379.69516
1563,392.12344
1564,317.4962
1565,295.99188
1566,325.25668
1567,293.45087
1568,294.84116
1569,345.94275
1570,272.17236
1571,329.14575
1572,339.06293
1573,320.30032
1574,365.4514
1575,310.18622
1576,348.6759
1577,254.13448
1578,342.25787
1579,328.05368
1580,298.00742
1581,336.8505
1582,335.62375
1583,386.16345
1584,314.47137
1585,277.8041
1586,307.32523
1587,336.36273
1588,358.21893
1589,269.68616
1590,263.48267
1591,371.7912
1592,344.7705
1593,300.9005
1594,356.37726
1595,321.928
1596,334.9095
1597,272.9133
1598,250.10776
1599,325.34268
1600,324.45386
1601,326.70084
1602,408.71255
1603,371.13358
1604,276.78107
1605,370.4881
1606,238.34859
1607,231.11983
1608,319.8776
1609,440.1178
1610,352.75916
1611,338.732
1612,271.22357
1613,329.58902
1614,425.44705
1615,311.38354
1616,365.10858
1617,317.5551
1618,276.41574
1619,283.44446
1620,299.4745
1621,307.51846
1622,270.98196
1623,289.64227
1624,265.56097
1625,337.01727
1626,342.41046
1627,284.5991
1628,316.49725
1629,341.48505
1630,294.72647
1631,272.3016
1632,379.9895
1633,353.9153
1634,307.62866
1635,252.26468
1636,465.22354
1637,313.86832
1638,290.6387
1639,377.47964
1640,382.3466
1641,345.73767
1642,317.2545
1643,341.42383
1644,390.76065
1645,471.6771
1646,272.30484
1647,274.78116
1648,283.5736
1649,341.44797
1650,306.8651
1651,368.16202
1652,370.65704
1653,311.75195
1654,255.89607
1655,326.50027
1656,375.8546
1657,268.52176
1658,335.4025
1659,254.4258
1660,339.72934
1661,342.74234
1662,341.70035
1663,382.43506
1664,317.1175
1665,248.9419
1666,321.66733
1667,337.66983
1668,373.01706
1669,343.33963
1670,339.8665
1671,317.18198
1672,269.68616
1673,400.25165
1674,254.09338
1675,419.4597
1676,296.28116
1677,260.97336
1678,341.54794
1679,312.29572
1680,329.50565
1681,342.65384
1682,236.375
1683,264.8702
1684,330.38208
1685,374.74396
1686,401.32025
1687,280.26132
1688,320.59
1689,356.36417
1690,320.31885
1691,287.007
1692,416.03198
1693,370.03757
1694,424.51758
1695,262.56403
1696,292.96506
1697,431.9255
1698,376.8013
1699,291.59686
1700,417.24298
1701,332.7287
1702,283.10858
1703,289.0627
1704,268.235
1705,281.69473
1706,311.7123
1707,271.49954
1708,285.93866
1709,405.6896
1710,326.78226
1711,530.0658
1712,302.4213
1713,272.50745
1714,347.9404
1715,384.41156
1716,309.61044
1717,321.61502
1718,302.07138
1719,373.87494
1720,364.71527
1721,282.31598
1722,306.01898
1723,338.07684
1724,367.64456
1725,327.77545
1726,359.14886
1727,298.63953
1728,274.0925
1729,297.9642
1730,397.20267
1731,435.70514
1732,417.92636
1733,350.56506
1734,309.17886
1735,314.50748
1736,258.37506
1737,380.2107
1738,399.50253
1739,398.49908
1740,321.50595
1741,287.2609
1742,281.20572
1743,293.96262
1744,428.8701
1745,337.07385
1746,295.16306
1747,302.64432
1748,353.236
1749,258.50677
1750,344.71347
1751,266.6861
1752,322.6717
1753,340.34793
1754,298.56296
1755,343.574
1756,321.25418
1757,278.78293
1758,333.31192
1759,340.3878
1760,421.63855
1761,321.5455
1762,367.0988
1763,363.46246
1764,407.1667
1765,330.64636
1766,387.00854
1767,270.67184
1768,276.77167
1769,334.1903
1770,325.0386
1771,381.17786
1772,357.68274
1773,301.02005
1774,347.82693
1775,334.34134
1776,388.7915
1777,253.99612
1778,476.59872
1779,281.46
1780,316.17633
1781,390.55463
1782,307.80585
1783,316.64462
1784,321.19467
1785,343.5883
1786,291.23727
1787,284.38046
1788,353.39597
1789,352.83017
1790,359.4486
1791,272.87912
1792,356.0802
1793,421.00558
1794,331.69705
1795,283.39996
1796,334.71426
1797,329.8265
1798,346.71783
1799,341.52084
1800,261.29858
1801,364.13388
1802,323.7639
1803,341.75543
1804,354.78775
1805,276.3884
1806,321.25174
1807,302.81525
1808,344.41293
1809,396.74533
1810,295.4552
1811,296.6068
1812,321.22284
1813,321.35822
1814,292.3385
1815,371.3517
1816,322.13766
1817,356.64352
1818,304.87427
1819,279.52832
1820,323.37204
1821,358.6997
1822,375.653
1823,371.33038
1824,376.60303
1825,295.65717
1826,378.49557
1827,309.1129
1828,343.5865
1829,380.7471
1830,336.13364
1831,403.5475
1832,358.5032
1833,353.39597
1834,313.33743
1835,355.01257
1836,357.43756
1837,326.0058
1838,259.1338
1839,324.78033
1840,353.97134
1841,343.63348
1842,287.843
1843,380.09567
1844,353.48166
1845,301.4688
1846,320.37845
1847,304.76025
1848,353.40982
1849,356.87875
1850,325.18124
1851,293.40692
1852,283.069
1853,327.01413
1854,251.15251
1855,330.40134
1856,287.19104
1857,383.3701
1858,341.33664
1859,339.58023
1860,369.88242
1861,307.74417
1862,278.22812
1863,447.81424
1864,352.90625
1865,361.9796
1866,365.06757
1867,293.1054
1868,322.51428
1869,299.23904
1870,348.51553
1871,445.30695
1872,326.82022
1873,233.98134
1874,274.68625
1875,368.81137
1876,394.51447
1877,316.07822
1878,352.73874
1879,280.66086
1880,289.4072
